NORDEST,NORDEMP,ANIO
978723,978639,2021
978723,978639,2022
978723,978639,2023
978723,978639,2024
978754,979136,2008
978754,979052,2009
978754,979052,2010
978754,979052,2011
978754,979052,2012
978754,979052,2013
978754,979052,2014
978754,979052,2015
978754,979052,2016
978754,979052,2017
978754,979052,2018
978754,979052,2019
978754,979052,2020
978754,979052,2021
978754,979052,2022
978754,979052,2023
978754,979052,2024
979168,979484,2008
979168,979484,2009
979168,979484,2010
979168,979484,2011
979168,979484,2012
979168,979484,2013
979168,979484,2014
979168,979484,2015
979168,979484,2016
979168,986337,2017
979168,986337,2018
979168,986337,2019
979168,986337,2020
979177,979493,2008
979177,979493,2009
979177,986575,2010
979177,986575,2011
979177,986575,2012
979177,986575,2013
979177,986575,2014
979177,986575,2015
979177,986575,2016
979177,986575,2017
979177,986575,2018
979177,986575,2019
979177,986575,2020
979177,986575,2021
979177,986575,2022
979177,986575,2023
979177,986575,2024
979601,979917,2008
979601,979917,2009
979601,979917,2010
979601,979917,2011
979601,979917,2012
979601,979917,2013
979601,979917,2014
979601,983881,2015
979601,983881,2016
979601,983881,2017
979601,983881,2018
979601,983881,2019
979601,983881,2020
979601,983881,2021
979601,983881,2022
979601,983881,2023
979601,983881,2024
979824,980140,2008
979824,980140,2009
979824,980140,2010
979824,980140,2013
979824,141844,2014
979824,141844,2015
979824,141844,2016
979824,141844,2017
979824,141844,2018
979824,141844,2019
979824,141844,2020
979824,141844,2021
979824,141844,2022
979824,141844,2023
979824,141844,2024
980532,980848,2008
980532,980848,2009
980532,980848,2010
980532,975822,2011
980532,975822,2012
980532,975822,2013
980532,975822,2014
980532,975822,2015
980532,975822,2016
980532,975822,2017
980532,975822,2018
980532,975822,2019
980532,975822,2020
980532,975822,2021
980532,975822,2022
980532,975822,2023
980532,982172,2024
980547,980863,2008
980547,980863,2009
980547,980863,2010
980547,980863,2011
980547,980863,2012
980547,980863,2013
980547,980863,2014
980547,980863,2015
980547,980863,2016
980547,866769,2017
980547,866769,2018
980547,866769,2019
980547,866769,2020
980547,866769,2021
980547,866769,2022
980547,866769,2023
980547,866769,2024
980587,980903,2008
980587,980903,2009
980587,982073,2010
980587,982073,2011
980587,982073,2012
980587,982073,2013
980587,982073,2014
980587,982073,2015
980587,982073,2016
980587,982073,2017
980587,982073,2018
980587,982073,2019
980587,982073,2020
980587,982073,2021
980587,982073,2022
980587,982073,2023
980587,982073,2024
980766,981065,2008
980766,981065,2009
980766,981581,2010
980766,981581,2011
980766,981581,2012
981282,981581,2008
981282,981581,2009
981282,981581,2010
981282,981581,2011
981282,981581,2012
981282,981581,2013
981282,981581,2014
981282,981581,2015
981282,981581,2016
981282,981581,2017
981282,981581,2018
981282,981581,2019
981282,981581,2020
981282,981581,2021
981282,981581,2022
981282,981581,2023
981282,982172,2024
981289,981588,2008
981289,981588,2009
981289,984067,2010
981289,984067,2011
981289,984067,2012
981289,984067,2013
981289,984067,2014
981289,984067,2015
981289,984067,2016
981289,984067,2017
981289,984067,2018
981289,984067,2019
981289,984067,2020
981289,984067,2021
981289,984067,2022
981289,984067,2023
981289,984067,2024
981411,981710,2008
981411,981710,2009
981411,981710,2010
981411,981710,2011
981411,981710,2012
981411,981710,2013
981411,981710,2014
981411,981710,2015
981411,981710,2016
981411,981710,2017
981411,367575,2018
981411,367575,2019
981693,981992,2008
981693,981992,2009
981693,981581,2010
981693,981581,2011
981693,981581,2012
981693,981581,2013
981693,981581,2014
981693,981581,2015
981693,981581,2016
981693,981581,2017
981693,981581,2018
981693,981581,2019
981693,981581,2020
981693,981581,2021
981693,981581,2022
981693,981581,2023
981693,982172,2024
981842,982063,2008
981842,982063,2009
981842,982063,2010
981842,982063,2011
981842,982063,2012
981842,982063,2013
981842,982063,2014
981842,982063,2015
981842,141534,2016
981842,141534,2017
981842,141534,2018
981842,141534,2019
981842,141534,2020
981842,141534,2021
981842,141534,2022
981842,141534,2023
981842,141534,2024
981974,982102,2008
981974,982102,2009
981974,982102,2010
981974,982102,2011
981974,982102,2012
981974,982102,2013
981974,982102,2014
981974,982102,2015
981974,982102,2016
981974,982102,2017
981974,982102,2018
981974,142335,2019
981974,142335,2020
981974,142335,2021
981974,142335,2022
981974,142335,2023
981974,142335,2024
982037,982134,2008
982037,982134,2009
982037,143617,2010
982037,143617,2011
982037,143617,2012
982037,143617,2013
982037,143617,2014
982037,143617,2015
982060,867198,2008
982060,867198,2009
982060,867198,2010
982060,982145,2011
982060,982145,2012
982060,982145,2013
982060,982145,2014
982060,982145,2015
982060,982145,2016
982060,982145,2017
982060,982145,2018
982060,982145,2019
982060,982145,2020
982060,982145,2021
982060,982145,2022
982060,982145,2023
982060,982145,2024
982159,982198,2008
982159,982198,2009
982159,982198,2010
982159,982198,2011
982159,142337,2012
982159,142337,2013
982159,142337,2014
982159,978435,2015
982159,978435,2016
982159,978435,2017
982159,978435,2018
982159,978435,2019
982159,978435,2020
982159,978435,2021
982159,978435,2022
982159,978435,2023
982159,978435,2024
982190,982229,2008
982190,982229,2009
982190,982229,2010
982190,975822,2011
982190,975822,2012
982190,975822,2013
982190,975822,2014
982190,975822,2015
982190,975822,2016
982190,975822,2017
982190,975822,2018
982190,975822,2019
982190,975822,2020
982190,975822,2021
982190,975822,2022
982190,975822,2023
982190,982172,2024
982231,982270,2008
982231,982270,2009
982231,982270,2010
982231,982270,2011
982231,982270,2012
982231,982270,2013
982231,982270,2014
982231,982310,2015
982231,982310,2016
982231,982310,2017
982231,982310,2018
982231,982310,2019
982231,982310,2020
982231,982310,2021
982231,982310,2022
982231,982310,2023
982231,982310,2024
982258,982297,2008
982258,982297,2009
982258,982297,2010
982258,975822,2011
982258,975822,2012
982258,975822,2013
982258,975822,2014
982258,975822,2015
982258,975822,2016
982258,975822,2017
982258,975822,2018
982258,975822,2019
982258,975822,2020
982258,975822,2021
982258,975822,2022
982258,975822,2023
982258,982172,2024
982339,982378,2008
982339,982378,2009
982339,982378,2010
982339,982378,2011
982339,982378,2012
982339,982378,2013
982339,982378,2014
982339,980052,2015
982339,980052,2016
982339,980052,2017
982339,980052,2018
982339,980052,2019
982339,980052,2020
982339,980052,2021
982339,980052,2022
982339,980052,2023
982339,980052,2024
982355,982394,2008
982355,982394,2009
982355,982394,2010
982355,982394,2011
982355,982394,2012
982355,982394,2013
982355,982394,2014
982355,982394,2015
982355,982400,2016
982355,982400,2017
982355,982400,2018
982383,982422,2008
982383,982422,2009
982383,982422,2010
982383,982422,2011
982383,982422,2012
982383,982422,2013
982383,982422,2014
982383,982507,2015
982383,982507,2016
982383,982507,2017
982383,982507,2018
982383,982507,2019
982383,982507,2020
982383,982507,2021
982383,982507,2022
982383,982507,2023
982383,982507,2024
982477,982516,2008
982477,982516,2009
982477,982516,2010
982477,982516,2011
982477,982516,2012
982477,982516,2013
982477,982516,2014
982477,982516,2015
982477,982516,2016
982477,982516,2017
982477,982516,2018
982477,982516,2019
982477,146934,2020
982477,146934,2021
982477,146934,2022
982477,146934,2023
982477,146934,2024
982512,982551,2008
982512,982551,2009
982512,982551,2010
982512,982551,2011
982512,982551,2012
982512,982551,2013
982512,982551,2014
982512,982551,2015
982512,982551,2016
982512,982551,2017
982512,975882,2018
982512,975882,2019
982512,975882,2020
982512,975882,2021
982512,975882,2022
982512,975882,2023
982512,975882,2024
982526,982565,2008
982526,982565,2009
982526,982565,2010
982526,982565,2011
982526,982565,2012
982526,982565,2013
982526,982565,2014
982526,982565,2015
982526,982565,2016
982526,982565,2017
982526,982565,2018
982526,982565,2019
982526,982565,2020
982526,982565,2021
982526,982565,2022
982526,982565,2023
982526,141030,2024
982539,982578,2008
982539,982578,2009
982539,981581,2010
982539,981581,2011
982539,981581,2012
982539,981581,2013
982539,981581,2014
982539,981581,2015
982539,981581,2016
982539,981581,2017
982539,981581,2018
982539,981581,2019
982539,981581,2020
982539,981581,2021
982539,981581,2022
982539,981581,2023
982539,982172,2024
982740,982779,2008
982740,982779,2009
982740,982779,2010
982740,982779,2011
982740,142328,2012
982740,142328,2013
982740,142328,2014
982740,142328,2015
982740,142328,2016
982740,142328,2017
982740,142328,2018
982740,142328,2019
982740,142328,2020
982740,142328,2021
982740,142328,2022
982740,142328,2023
982740,142328,2024
983001,983040,2008
983001,983040,2009
983001,983040,2010
983001,983040,2011
983001,976580,2012
983001,976580,2013
983001,976580,2014
983001,976580,2015
983001,976580,2016
983001,976580,2017
983001,976580,2018
983001,976580,2019
983001,976580,2020
983001,976580,2021
983001,976580,2022
983001,976580,2023
983001,976580,2024
984192,984231,2008
984192,984231,2009
984192,984231,2010
984192,984231,2011
984192,984231,2012
984192,984231,2013
984192,984231,2014
984192,984231,2015
984192,984231,2016
984192,984231,2017
984192,984231,2018
984192,984231,2019
984192,984231,2020
984192,984231,2021
984192,984231,2022
984192,982137,2023
984192,982137,2024
984199,984238,2008
984199,984238,2009
984199,984238,2010
984199,984238,2011
984199,984238,2012
984199,984238,2013
984199,984238,2014
984199,984238,2015
984199,978544,2016
984199,978544,2017
984439,984478,2008
984439,984478,2009
984439,984478,2010
984439,984478,2011
984439,142353,2012
984439,142353,2013
984439,142353,2014
984439,142353,2015
984439,142353,2016
984439,142353,2017
984439,142353,2018
984439,142353,2019
984439,142353,2020
984439,142353,2021
984439,142353,2022
984439,142353,2023
984439,142353,2024
984476,984515,2008
984476,984515,2009
984476,984515,2010
984476,984515,2011
984476,984515,2012
984476,984515,2013
984476,984515,2014
984476,984515,2015
984476,984515,2016
984476,984515,2017
984476,984365,2018
984476,984365,2019
984476,984365,2020
984476,984365,2021
984476,984365,2022
984476,984365,2023
984476,984365,2024
984487,984526,2008
984487,984526,2009
984487,984526,2010
984487,142354,2011
984487,142354,2012
984487,142354,2013
984487,142354,2014
984487,142354,2015
984487,142354,2016
984487,142354,2017
984487,142354,2018
984487,142354,2019
984487,142354,2020
984487,142354,2021
984487,142354,2022
984487,142354,2023
984487,142354,2024
986229,986268,2008
986229,986268,2009
986229,146668,2018
986229,146668,2019
986229,146668,2020
986229,146668,2021
986229,146668,2022
986229,146668,2023
986229,146668,2024
986264,986303,2008
986264,986303,2009
986264,986303,2010
986264,986303,2011
986264,986303,2012
986264,986303,2013
986264,986303,2014
986264,986303,2015
986264,986303,2016
986264,986303,2017
986264,986303,2018
986264,986303,2019
986264,986303,2020
986264,986303,2021
986264,986303,2022
986264,986303,2023
986264,978378,2024
986546,986585,2008
986546,986585,2009
986546,986585,2010
986546,986585,2011
986546,986585,2012
986546,986585,2013
986546,986585,2014
986546,986585,2015
986546,986585,2016
986546,986585,2017
986546,986585,2018
986546,986585,2019
986546,986585,2020
986546,986585,2021
986546,141847,2022
986546,141847,2023
986546,141847,2024
986645,986663,2008
986645,986663,2009
986645,982073,2010
986645,982073,2011
986645,982073,2012
986645,982073,2013
986645,982073,2014
986645,982073,2015
986645,982073,2016
986645,982073,2017
986645,982073,2018
986645,982073,2019
986645,982073,2020
986645,982073,2021
986645,982073,2022
986645,982073,2023
986645,982073,2024
986672,986676,2008
986672,986676,2009
986672,986676,2010
986672,986676,2011
986672,986676,2012
986672,986676,2013
986672,986676,2014
986672,986676,2015
986672,986676,2016
986672,986676,2017
986672,986676,2018
986672,986676,2019
986672,986676,2020
986672,981585,2021
986672,981585,2022
986672,981585,2023
986672,981585,2024
986674,986677,2008
986674,986677,2009
986674,986677,2010
986674,986677,2011
986674,986677,2012
986674,986677,2013
986674,986677,2014
986674,986957,2015
986674,986957,2016
986674,986957,2017
986674,986957,2018
986674,986957,2019
986674,986957,2020
986674,986957,2021
986674,986957,2022
986674,986957,2023
986674,986957,2024
986675,986677,2008
986675,986677,2009
986675,986677,2010
986675,986677,2011
986675,986677,2012
986675,986677,2013
986675,986677,2014
986675,986957,2015
986675,986957,2016
986675,986957,2017
986675,986957,2018
986675,986957,2019
986675,986957,2020
986675,986957,2021
986675,986957,2022
986675,986957,2023
986675,986957,2024
986765,986765,2008
986765,986765,2009
986765,986765,2010
986765,986575,2013
986765,986575,2014
986765,986575,2015
986765,986575,2016
986765,986575,2017
986794,986794,2008
986794,986794,2009
986794,981581,2010
986794,981581,2011
986794,981581,2012
986794,981581,2013
986794,981581,2014
986794,981581,2015
986794,981581,2016
986794,981581,2017
986794,981581,2018
986794,981581,2019
986794,981581,2020
986794,981581,2021
986794,981581,2022
986794,981581,2023
986794,982172,2024
986804,986804,2008
986804,986804,2009
986804,986804,2010
986804,986804,2011
986804,986804,2012
986804,986804,2013
986804,986804,2014
986804,986804,2015
986804,986804,2016
986804,986804,2017
986804,986804,2018
986804,986804,2019
986804,986804,2020
986804,986804,2021
986804,975719,2022
986804,975719,2023
986804,975719,2024
986869,986869,2008
986869,986869,2009
986869,867601,2010
986974,986974,2008
986974,986974,2009
986974,986974,2010
986974,981704,2011
986974,981704,2012
986974,981704,2013
986974,981704,2014
986974,981704,2015
986974,981704,2016
986974,981704,2017
986974,981704,2018
986974,981704,2019
986974,981704,2020
986974,981704,2021
986974,981704,2022
986974,981704,2023
986974,981704,2024
987154,987154,2008
987154,987154,2009
987154,987154,2010
987154,987154,2011
987154,983830,2012
987154,983830,2013
987154,983830,2014
987154,983830,2015
987154,983830,2016
987154,983830,2017
987154,983830,2018
987154,983830,2019
987154,983830,2020
987154,983830,2021
987154,983830,2022
987154,983830,2023
987154,983830,2024
987161,987161,2008
987161,987161,2009
987161,987161,2010
987161,987161,2011
987161,987161,2012
987161,987161,2013
987161,987161,2014
987161,983881,2015
987161,983881,2016
987161,983881,2017
987161,983881,2018
987161,983881,2019
987161,983881,2020
987161,983881,2021
987161,983881,2022
987161,983881,2023
987161,983881,2024
987631,987631,2008
987631,987631,2009
987631,987631,2010
987631,987631,2011
987631,987631,2012
987631,987631,2013
987631,987631,2014
987631,987631,2015
987631,987631,2016
987631,987631,2017
987631,987631,2018
987631,987631,2019
987631,987631,2020
987631,986538,2021
987631,986538,2022
987631,986538,2023
987631,986538,2024
987632,987632,2008
987632,986539,2009
987632,986539,2010
987632,986539,2011
987632,986539,2012
987632,986539,2013
987632,986539,2014
987632,986539,2015
987632,986539,2016
987632,986539,2017
987632,986539,2018
987632,986539,2019
987632,986539,2020
987632,986539,2021
987632,986539,2022
987632,986539,2023
987632,986539,2024
